Partial,Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Parital,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
12,0,50.8,0.6944249935150146,0.04470276540517807,0.4139097934961319,12,0,46.666666666666664,0.6953527185651991,0.04899973637527889,0.3788384422659874,0.4666666666666667,0.5217391304347826,0.4090909090909091
12,1,52.8,0.690781593799591,0.11213844412565231,0.42460000586509705,12,1,46.666666666666664,0.6980816615952385,-0.1313932749753197,0.37439520756403605,0.4666666666666667,0.43478260869565216,0.5
12,2,51.5,0.6932541236877442,0.037910566866397856,0.409509304523468,12,2,51.111111111111114,0.6988485084639655,0.009335226731167899,0.40421545774572426,0.5111111111111111,1.0,0.0
12,3,53.9,0.689450442314148,0.12087679958343506,0.42290677738189697,12,3,46.666666666666664,0.7000240008036296,-0.01072033763759666,0.36596031884352365,0.4666666666666667,0.43478260869565216,0.5
12,4,51.2,0.690460584640503,0.024574914395809173,0.3977654619216919,12,4,46.666666666666664,0.7018008271853129,0.15687274146411154,0.36207168102264403,0.4666666666666667,0.43478260869565216,0.5
12,5,52.5,0.6901678156852722,0.05579896235466003,0.4028806917667389,12,5,46.666666666666664,0.6979782859484355,0.3069303760925929,0.358108322819074,0.4666666666666667,0.43478260869565216,0.5
12,6,55.0,0.6873344573974609,0.024707062512636185,0.41625069999694825,12,6,46.666666666666664,0.7084039780828688,0.1076790386190017,0.3540832211573919,0.4666666666666667,0.43478260869565216,0.5
12,7,55.7,0.6829544439315796,0.08584895700216294,0.41620329523086547,12,7,53.333333333333336,0.6937955896059672,-0.1714121751487255,0.3969294738024473,0.5333333333333333,0.43478260869565216,0.6363636363636364
12,8,60.7,0.6635641479492187,0.0854483951330185,0.4458139863014221,12,8,53.333333333333336,0.7062146637174819,0.0834574850069152,0.3918888474504153,0.5333333333333333,0.7391304347826086,0.3181818181818182
12,9,59.7,0.6608803024291993,0.13586739414930343,0.4330433430671692,12,9,53.333333333333336,0.697057365377744,-0.17118536763721043,0.3870706620315711,0.5333333333333333,0.5217391304347826,0.5454545454545454
12,10,61.7,0.657183702468872,0.025567847847938537,0.4408463513851166,12,10,46.666666666666664,0.6962664273050096,0.25593087193038727,0.3380041867494583,0.4666666666666667,0.391304347826087,0.5454545454545454
12,11,60.6,0.6638964071273804,0.10781306046247482,0.4278560662269592,12,11,44.44444444444444,0.7090736918979221,-0.11999096448222796,0.31983384779757923,0.4444444444444444,0.5652173913043478,0.3181818181818182
12,12,60.1,0.6609124367237091,0.08371534037590027,0.41927605152130126,12,12,53.333333333333336,0.6907130850685967,0.18283114271859327,0.373406812051932,0.5333333333333333,0.7391304347826086,0.3181818181818182
12,13,62.2,0.6416137285232544,0.04432197421789169,0.42739486622810363,12,13,46.666666666666664,0.7064377124110858,-0.22659686741729576,0.3272283355394999,0.4666666666666667,0.34782608695652173,0.5909090909090909
12,14,61.9,0.6547210054397583,0.08774070528149605,0.4200835542678833,12,14,51.111111111111114,0.7046518438392215,0.0017020526859495375,0.35118301063776014,0.5111111111111111,0.2608695652173913,0.7727272727272727
12,15,63.2,0.6412247943878174,0.06402219384908676,0.4227549018859863,12,15,53.333333333333336,0.6922922876146105,0.18580899958809216,0.36056419983506205,0.5333333333333333,0.5652173913043478,0.5
12,16,64.0,0.6432802510261536,0.09583078056573868,0.4221140594482422,12,16,53.333333333333336,0.693717192278968,0.1295496287031306,0.3564559248586496,0.5333333333333333,0.4782608695652174,0.5909090909090909
12,17,64.8,0.6240477724075317,0.014396150022745132,0.42135194277763366,12,17,51.111111111111114,0.723792930940787,-0.04590597997109095,0.33959108806318705,0.5111111111111111,0.2608695652173913,0.7727272727272727
12,18,66.9,0.6134563493728638,0.04649694930016995,0.4278248338699341,12,18,53.333333333333336,0.7141576376226213,0.03695801148811976,0.348326300829649,0.5333333333333333,0.13043478260869565,0.9545454545454546
12,19,63.3,0.6293348031044006,0.04630217543244362,0.4021279067993164,12,19,48.888888888888886,0.7145749577217632,-0.14872018289234903,0.32011108919978143,0.4888888888888889,0.6086956521739131,0.36363636363636365
12,20,63.9,0.6279920659065247,0.07345619994401932,0.40061509561538694,12,20,57.77777777777778,0.7783879158397515,0.10943527136825854,0.36511692396468587,0.5777777777777777,0.8260869565217391,0.3181818181818182
12,21,65.7,0.6254985809326172,0.08641772851347923,0.4054025893211365,12,21,57.77777777777778,0.6819664344191552,-0.06966428789827558,0.3608991675906711,0.5777777777777777,0.2608695652173913,0.9090909090909091
12,22,62.0,0.631307951927185,0.027044285655021667,0.3811349453926086,12,22,51.111111111111114,0.7404183954828315,0.21618110860387485,0.3226589423086908,0.5111111111111111,0.6521739130434783,0.36363636363636365
12,23,66.7,0.6085828533172607,0.07807297709584236,0.40087588453292844,12,23,51.111111111111114,0.6918955869558785,0.16873390177885692,0.31944412340720496,0.5111111111111111,0.391304347826087,0.6363636363636364
12,24,67.1,0.6136719176769256,0.04025490844249725,0.39779744172096254,12,24,48.888888888888886,0.7473757273621029,0.005414983050690757,0.30535394499699275,0.4888888888888889,0.5217391304347826,0.45454545454545453
12,25,68.3,0.5926462821960449,0.052641785681247714,0.39859154987335205,12,25,57.77777777777778,0.6944405024250349,0.08244461350970798,0.34527041067679726,0.5777777777777777,0.4782608695652174,0.6818181818181818
12,26,66.1,0.6200699653625489,0.1129634764790535,0.3830783364772797,12,26,60.0,0.6735445861187246,-0.052067042307721245,0.35204450488090516,0.6,0.4782608695652174,0.7272727272727273
12,27,67.2,0.6071688957214355,0.05840029436349869,0.3836071231365204,12,27,55.55555555555556,0.6942464118202527,-0.06977025402916802,0.3278624150488112,0.5555555555555556,0.34782608695652173,0.7727272727272727
12,28,68.5,0.6088921041488647,0.10613198429346085,0.3847780513763428,12,28,48.888888888888886,0.6951528732975324,0.11551082928975423,0.2948092351357142,0.4888888888888889,0.4782608695652174,0.5
12,29,68.0,0.599642037153244,0.06714585301280021,0.37778532242774965,12,29,53.333333333333336,0.6928354778223568,0.06709988257951206,0.31166353126366936,0.5333333333333333,0.391304347826087,0.6818181818181818
12,30,69.5,0.580100179195404,0.10181081444025039,0.37954994916915896,12,30,53.333333333333336,0.7135650405453311,0.052593311336305404,0.3087519531448682,0.5333333333333333,0.4782608695652174,0.5909090909090909
12,31,70.4,0.5875277810096741,0.06075954711437225,0.3784610285758972,12,31,55.55555555555556,0.6914321537646982,-0.06844592607683606,0.3149865534570482,0.5555555555555556,0.30434782608695654,0.8181818181818182
12,32,72.0,0.5597560720443726,0.06880862295627593,0.3799880166053772,12,32,55.55555555555556,0.6940676445762316,0.07377705772717794,0.31182313958803815,0.5555555555555556,0.2608695652173913,0.8636363636363636
12,33,67.0,0.5977545652389527,0.03959934043884277,0.3554286687374115,12,33,57.77777777777778,0.6629994495047463,0.10237581862343682,0.3176973271701071,0.5777777777777777,0.43478260869565216,0.7272727272727273
12,34,68.0,0.590879967212677,0.054842835664749144,0.35532784938812256,12,34,60.0,0.66272503245208,0.021613297859827678,0.3230963617563248,0.6,0.4782608695652174,0.7272727272727273
12,35,68.9,0.581886516571045,0.044680655002593994,0.3546064138412476,12,35,68.88888888888889,0.6659236004990008,0.31834923757447137,0.3524743202659819,0.6888888888888889,0.6521739130434783,0.7272727272727273
12,36,70.3,0.5726318030357361,0.1049163540005684,0.3555253920555115,12,36,62.22222222222222,0.6667879455619388,0.15116355220476788,0.32456442283259496,0.6222222222222222,0.34782608695652173,0.9090909090909091
12,37,68.8,0.5971894102096558,0.055042103797197345,0.3459984612464905,12,37,55.55555555555556,0.6964598911503951,0.057983213994238114,0.29855430788464016,0.5555555555555556,0.43478260869565216,0.6818181818181818
12,38,67.4,0.5961321210861206,0.051679876267910006,0.3374547696113586,12,38,55.55555555555556,0.6891382370351089,0.1948747937877973,0.29620181520779926,0.5555555555555556,0.391304347826087,0.7272727272727273
12,39,70.5,0.5568233599662781,0.06862463158369064,0.3439760332107544,12,39,57.77777777777778,0.7082580330988599,-0.17137635168102053,0.30092886669768226,0.5777777777777777,0.30434782608695654,0.8636363636363636
12,40,70.7,0.5723802065849304,0.03714371830224991,0.34053632807731626,12,40,53.333333333333336,0.6857139520347119,0.08542541861534118,0.28449623137712476,0.5333333333333333,0.30434782608695654,0.7727272727272727
12,41,70.2,0.5757098000049591,0.0728059002161026,0.33500858330726624,12,41,53.333333333333336,0.7260460549758541,0.13292016386985778,0.28247739424308144,0.5333333333333333,0.21739130434782608,0.8636363636363636
12,42,70.0,0.5670468516349793,0.06378096875548363,0.3306146495342255,12,42,60.0,0.6426796171400282,0.11421283235152563,0.29979302287101744,0.6,0.34782608695652173,0.8636363636363636
12,43,70.6,0.5672578558921814,0.012015084832906723,0.328609801530838,12,43,57.77777777777778,0.7056634242335955,-0.24910860434174537,0.29098665217558545,0.5777777777777777,0.391304347826087,0.7727272727272727
12,44,71.5,0.5408040494918823,0.08893798750638962,0.32730282402038574,12,44,60.0,0.7285630003225783,0.009950200302733315,0.2946111738681793,0.6,0.43478260869565216,0.7727272727272727
12,45,72.3,0.5510652852058411,0.05788494685292244,0.32555954074859617,12,45,57.77777777777778,0.7400265814943446,0.05176479750209385,0.28635107510619695,0.5777777777777777,0.6521739130434783,0.5
12,46,72.1,0.559580292224884,0.01718097984790802,0.32116782855987547,12,46,60.0,0.6876365125386251,-0.026991434395313263,0.28961082696914675,0.6,0.5652173913043478,0.6363636363636364
12,47,75.5,0.509323052406311,0.11909503123164177,0.32546438360214236,12,47,55.55555555555556,0.7757011747194661,-0.10908260875278049,0.2765924996799893,0.5555555555555556,0.4782608695652174,0.6363636363636364
12,48,72.8,0.550728485584259,0.027566519737243653,0.31501701998710635,12,48,60.0,0.6749007414819466,0.05047566592693329,0.28462238907814025,0.6,0.391304347826087,0.8181818181818182
12,49,75.0,0.5249859414100647,0.09503607133030892,0.3160167031288147,12,49,57.77777777777778,0.7676044436896012,-0.16698969701925914,0.27757233844863044,0.5777777777777777,0.6521739130434783,0.5
